[warn] --hard_sparse_forward enables sparse-z-as-x mode. This is NOT pure ELSA and is known to be worse at 80%+ sparsity. Consider dropping the flag.
====================================================================================================
Windowed ELSA / ELSA-L ADMM Sparsification
====================================================================================================
Model id             : mistralai/Mistral-7B-Instruct-v0.3
step=000092 pass=1/4 win=1/16 local=93/128 lm=3.07298 ppl~21.61 kd=3.7409 pen=2.01671e-03 lambda=5.000e-05 lr=6.929e-05 gnorm=7.000e-01 admm_rms=4.300e-04 upd_rms=1.719e-01 time=3.67s cuda=[alloc=20.02GB reserved=27.05GB max=30.56GB]
step=000093 pass=1/4 win=1/16 local=94/128 lm=3.15133 ppl~23.37 kd=4.4400 pen=2.04516e-03 lambda=5.000e-05 lr=6.928e-05 gnorm=7.000e-01 admm_rms=4.331e-04 upd_rms=1.730e-01 time=3.11s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=000094 pass=1/4 win=1/16 local=95/128 lm=3.43930 ppl~31.17 kd=4.3547 pen=2.07350e-03 lambda=5.000e-05 lr=6.928e-05 gnorm=7.000e-01 admm_rms=4.360e-04 upd_rms=1.717e-01 time=3.74s cuda=[alloc=20.02GB reserved=27.05GB max=30.56GB]
step=000095 pass=1/4 win=1/16 local=96/128 lm=3.28582 ppl~26.73 kd=4.3518 pen=2.10229e-03 lambda=5.000e-05 lr=6.927e-05 gnorm=7.000e-01 admm_rms=4.391e-04 upd_rms=1.718e-01 time=3.12s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.0.self_attn.q_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=9.8667e-04 proj=fisher
    [2/14] model.layers.0.self_attn.k_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=1.2657e-03 proj=fisher
    [3/14] model.layers.0.self_attn.v_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=8.0857e-04 proj=fisher
    [4/14] model.layers.0.self_attn.o_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=2.0051e-03 proj=fisher
    [5/14] model.layers.0.mlp.gate_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.5680e-03 proj=fisher
    [6/14] model.layers.0.mlp.up_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.6775e-03 proj=fisher
    [7/14] model.layers.0.mlp.down_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.4527e-03 proj=fisher
    [8/14] model.layers.1.self_attn.q_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=1.1452e-03 proj=fisher
    [9/14] model.layers.1.self_attn.k_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=1.5486e-03 proj=fisher
    [10/14] model.layers.1.self_attn.v_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=1.1703e-03 proj=fisher
    [11/14] model.layers.1.self_attn.o_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=2.9862e-03 proj=fisher
    [12/14] model.layers.1.mlp.gate_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.8886e-03 proj=fisher
    [13/14] model.layers.1.mlp.up_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=2.0684e-03 proj=fisher
    [14/14] model.layers.1.mlp.down_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.4791e-03 proj=fisher
  projection done: sparsity=80.00% mask_drift=0.231% elapsed=41s
step=000096 pass=1/4 win=1/16 local=97/128 lm=3.16806 ppl~23.76 kd=4.2035 pen=2.08390e-03 lambda=5.000e-05 lr=6.926e-05 gnorm=7.000e-01 admm_rms=4.371e-04 upd_rms=1.732e-01 time=2.56s cuda=[alloc=20.02GB reserved=39.84GB max=30.56GB]
step=000097 pass=1/4 win=1/16 local=98/128 lm=3.31483 ppl~27.52 kd=3.9340 pen=2.10827e-03 lambda=5.000e-05 lr=6.925e-05 gnorm=7.000e-01 admm_rms=4.397e-04 upd_rms=1.745e-01 time=3.62s cuda=[alloc=20.02GB reserved=27.25GB max=30.56GB]
step=000098 pass=1/4 win=1/16 local=99/128 lm=3.27835 ppl~26.53 kd=4.2901 pen=2.13349e-03 lambda=5.000e-05 lr=6.925e-05 gnorm=7.000e-01 admm_rms=4.423e-04 upd_rms=1.779e-01 time=3.06s cuda=[alloc=20.02GB reserved=46.87GB max=30.56GB]
step=000099 pass=1/4 win=1/16 local=100/128 lm=3.31495 ppl~27.52 kd=4.2567 pen=2.15830e-03 lambda=5.000e-05 lr=6.924e-05 gnorm=7.000e-01 admm_rms=4.449e-04 upd_rms=1.773e-01 time=3.67s cuda=[alloc=20.02GB reserved=27.46GB max=30.56GB]
step=000100 pass=1/4 win=1/16 local=101/128 lm=3.32514 ppl~27.80 kd=4.2552 pen=2.18395e-03 lambda=5.000e-05 lr=6.923e-05 gnorm=7.000e-01 admm_rms=4.475e-04 upd_rms=1.769e-01 time=2.61s cuda=[alloc=20.02GB reserved=42.05GB max=30.56GB]
step=000101 pass=1/4 win=1/16 local=102/128 lm=2.97615 ppl~19.61 kd=4.2567 pen=2.21041e-03 lambda=5.000e-05 lr=6.922e-05 gnorm=7.000e-01 admm_rms=4.502e-04 upd_rms=1.769e-01 time=3.66s cuda=[alloc=20.02GB reserved=27.25GB max=30.56GB]
step=000102 pass=1/4 win=1/16 local=103/128 lm=3.35249 ppl~28.57 kd=4.3982 pen=2.23728e-03 lambda=5.000e-05 lr=6.922e-05 gnorm=7.000e-01 admm_rms=4.529e-04 upd_rms=1.761e-01 time=3.10s cuda=[alloc=20.02GB reserved=46.87GB max=30.56GB]
step=000103 pass=1/4 win=1/16 local=104/128 lm=3.13045 ppl~22.88 kd=4.3659 pen=2.26502e-03 lambda=5.000e-05 lr=6.921e-05 gnorm=7.000e-01 admm_rms=4.557e-04 upd_rms=1.738e-01 time=3.72s cuda=[alloc=20.02GB reserved=27.46GB max=30.56GB]
step=000104 pass=1/4 win=1/16 local=105/128 lm=3.40497 ppl~30.11 kd=4.2028 pen=2.29410e-03 lambda=5.000e-05 lr=6.920e-05 gnorm=7.000e-01 admm_rms=4.587e-04 upd_rms=1.730e-01 time=2.65s cuda=[alloc=20.02GB reserved=42.05GB max=30.56GB]
step=000105 pass=1/4 win=1/16 local=106/128 lm=3.02363 ppl~20.57 kd=4.0899 pen=2.32316e-03 lambda=5.000e-05 lr=6.919e-05 gnorm=7.000e-01 admm_rms=4.616e-04 upd_rms=1.730e-01 time=3.69s cuda=[alloc=20.02GB reserved=27.25GB max=30.56GB]
step=000106 pass=1/4 win=1/16 local=107/128 lm=3.11545 ppl~22.54 kd=4.0475 pen=2.35200e-03 lambda=5.000e-05 lr=6.918e-05 gnorm=7.000e-01 admm_rms=4.644e-04 upd_rms=1.694e-01 time=3.09s cuda=[alloc=20.02GB reserved=46.87GB max=30.56GB]
step=000107 pass=1/4 win=1/16 local=108/128 lm=3.29041 ppl~26.85 kd=3.9438 pen=2.38207e-03 lambda=5.000e-05 lr=6.918e-05 gnorm=7.000e-01 admm_rms=4.674e-04 upd_rms=1.704e-01 time=3.70s cuda=[alloc=20.02GB reserved=27.46GB max=30.56GB]
step=000108 pass=1/4 win=1/16 local=109/128 lm=3.15771 ppl~23.52 kd=4.1830 pen=2.41179e-03 lambda=5.000e-05 lr=6.917e-05 gnorm=7.000e-01 admm_rms=4.703e-04 upd_rms=1.704e-01 time=2.66s cuda=[alloc=20.02GB reserved=42.05GB max=30.56GB]
step=000109 pass=1/4 win=1/16 local=110/128 lm=3.22635 ppl~25.19 kd=4.0611 pen=2.44098e-03 lambda=5.000e-05 lr=6.916e-05 gnorm=7.000e-01 admm_rms=4.731e-04 upd_rms=1.725e-01 time=3.68s cuda=[alloc=20.02GB reserved=27.25GB max=30.56GB]
step=000110 pass=1/4 win=1/16 local=111/128 lm=3.23002 ppl~25.28 kd=3.9016 pen=2.46947e-03 lambda=5.000e-05 lr=6.915e-05 gnorm=7.000e-01 admm_rms=4.759e-04 upd_rms=1.736e-01 time=3.14s cuda=[alloc=20.02GB reserved=46.87GB max=30.56GB]
step=000111 pass=1/4 win=1/16 local=112/128 lm=3.20750 ppl~24.72 kd=4.0032 pen=2.49777e-03 lambda=5.000e-05 lr=6.915e-05 gnorm=7.000e-01 admm_rms=4.786e-04 upd_rms=1.731e-01 time=3.75s cuda=[alloc=20.02GB reserved=27.46GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.0.self_attn.q_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=1.0496e-03 proj=fisher
    [2/14] model.layers.0.self_attn.k_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=1.3574e-03 proj=fisher
    [3/14] model.layers.0.self_attn.v_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=8.5090e-04 proj=fisher
    [4/14] model.layers.0.self_attn.o_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=2.1115e-03 proj=fisher
    [5/14] model.layers.0.mlp.gate_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.7089e-03 proj=fisher
    [6/14] model.layers.0.mlp.up_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.8024e-03 proj=fisher
    [7/14] model.layers.0.mlp.down_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.5862e-03 proj=fisher
    [8/14] model.layers.1.self_attn.q_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=1.2266e-03 proj=fisher
    [9/14] model.layers.1.self_attn.k_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=1.5985e-03 proj=fisher
    [10/14] model.layers.1.self_attn.v_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=1.2524e-03 proj=fisher
    [11/14] model.layers.1.self_attn.o_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=3.1342e-03 proj=fisher
    [12/14] model.layers.1.mlp.gate_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=2.0378e-03 proj=fisher
    [13/14] model.layers.1.mlp.up_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=2.2042e-03 proj=fisher
    [14/14] model.layers.1.mlp.down_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.6167e-03 proj=fisher
  projection done: sparsity=80.00% mask_drift=0.257% elapsed=42s
step=000112 pass=1/4 win=1/16 local=113/128 lm=3.00834 ppl~20.25 kd=4.0160 pen=2.47957e-03 lambda=5.000e-05 lr=6.914e-05 gnorm=7.000e-01 admm_rms=4.768e-04 upd_rms=1.755e-01 time=2.56s cuda=[alloc=20.02GB reserved=40.70GB max=30.56GB]
step=000113 pass=1/4 win=1/16 local=114/128 lm=2.99089 ppl~19.90 kd=3.7820 pen=2.50376e-03 lambda=5.000e-05 lr=6.913e-05 gnorm=7.000e-01 admm_rms=4.792e-04 upd_rms=1.752e-01 time=3.59s cuda=[alloc=20.02GB reserved=27.13GB max=30.56GB]
step=000114 pass=1/4 win=1/16 local=115/128 lm=3.27821 ppl~26.53 kd=4.0564 pen=2.52885e-03 lambda=5.000e-05 lr=6.912e-05 gnorm=7.000e-01 admm_rms=4.816e-04 upd_rms=1.740e-01 time=2.59s cuda=[alloc=20.02GB reserved=44.06GB max=30.56GB]
step=000115 pass=1/4 win=1/16 local=116/128 lm=3.19073 ppl~24.31 kd=3.9621 pen=2.55494e-03 lambda=5.000e-05 lr=6.912e-05 gnorm=7.000e-01 admm_rms=4.840e-04 upd_rms=1.718e-01 time=3.59s cuda=[alloc=20.02GB reserved=27.13GB max=30.56GB]
step=000116 pass=1/4 win=1/16 local=117/128 lm=3.13888 ppl~23.08 kd=3.6613 pen=2.58236e-03 lambda=5.000e-05 lr=6.911e-05 gnorm=7.000e-01 admm_rms=4.866e-04 upd_rms=1.717e-01 time=2.62s cuda=[alloc=20.02GB reserved=44.06GB max=30.56GB]
step=000117 pass=1/4 win=1/16 local=118/128 lm=3.21753 ppl~24.97 kd=4.1076 pen=2.61028e-03 lambda=5.000e-05 lr=6.910e-05 gnorm=7.000e-01 admm_rms=4.892e-04 upd_rms=1.719e-01 time=3.64s cuda=[alloc=20.02GB reserved=27.13GB max=30.56GB]
step=000118 pass=1/4 win=1/16 local=119/128 lm=3.56404 ppl~35.31 kd=4.4732 pen=2.63822e-03 lambda=5.000e-05 lr=6.909e-05 gnorm=7.000e-01 admm_rms=4.919e-04 upd_rms=1.697e-01 time=2.65s cuda=[alloc=20.02GB reserved=44.06GB max=30.56GB]
step=000119 pass=1/4 win=1/16 local=120/128 lm=3.22574 ppl~25.17 kd=4.1422 pen=2.66686e-03 lambda=5.000e-05 lr=6.908e-05 gnorm=7.000e-01 admm_rms=4.945e-04 upd_rms=1.703e-01 time=3.65s cuda=[alloc=20.02GB reserved=27.13GB max=30.56GB]
step=000120 pass=1/4 win=1/16 local=121/128 lm=3.12800 ppl~22.83 kd=4.1588 pen=2.69533e-03 lambda=5.000e-05 lr=6.908e-05 gnorm=7.000e-01 admm_rms=4.972e-04 upd_rms=1.677e-01 time=2.63s cuda=[alloc=20.02GB reserved=44.06GB max=30.56GB]
step=000121 pass=1/4 win=1/16 local=122/128 lm=3.23815 ppl~25.49 kd=4.2612 pen=2.72447e-03 lambda=5.000e-05 lr=6.907e-05 gnorm=7.000e-01 admm_rms=4.998e-04 upd_rms=1.658e-01 time=3.66s cuda=[alloc=20.02GB reserved=27.13GB max=30.56GB]
step=000122 pass=1/4 win=1/16 local=123/128 lm=3.09003 ppl~21.98 kd=3.6135 pen=2.75448e-03 lambda=5.000e-05 lr=6.906e-05 gnorm=7.000e-01 admm_rms=5.026e-04 upd_rms=1.676e-01 time=2.64s cuda=[alloc=20.02GB reserved=44.06GB max=30.56GB]
step=000123 pass=1/4 win=1/16 local=124/128 lm=3.05627 ppl~21.25 kd=4.0256 pen=2.78404e-03 lambda=5.000e-05 lr=6.905e-05 gnorm=7.000e-01 admm_rms=5.053e-04 upd_rms=1.692e-01 time=3.66s cuda=[alloc=20.02GB reserved=27.13GB max=30.56GB]
step=000124 pass=1/4 win=1/16 local=125/128 lm=3.37681 ppl~29.28 kd=4.0863 pen=2.81275e-03 lambda=5.000e-05 lr=6.905e-05 gnorm=7.000e-01 admm_rms=5.079e-04 upd_rms=1.714e-01 time=2.65s cuda=[alloc=20.02GB reserved=44.06GB max=30.56GB]
step=000125 pass=1/4 win=1/16 local=126/128 lm=3.08655 ppl~21.90 kd=3.6131 pen=2.84070e-03 lambda=5.000e-05 lr=6.904e-05 gnorm=7.000e-01 admm_rms=5.104e-04 upd_rms=1.689e-01 time=3.67s cuda=[alloc=20.02GB reserved=27.13GB max=30.56GB]
step=000126 pass=1/4 win=1/16 local=127/128 lm=3.21623 ppl~24.93 kd=4.0186 pen=2.86947e-03 lambda=5.000e-05 lr=6.903e-05 gnorm=7.000e-01 admm_rms=5.130e-04 upd_rms=1.725e-01 time=2.69s cuda=[alloc=20.02GB reserved=44.06GB max=30.56GB]
step=000127 pass=1/4 win=1/16 local=128/128 lm=3.22350 ppl~25.12 kd=3.7098 pen=2.89713e-03 lambda=5.000e-05 lr=6.902e-05 gnorm=7.000e-01 admm_rms=5.154e-04 upd_rms=1.735e-01 time=3.69s cuda=[alloc=20.02GB reserved=27.13GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.0.self_attn.q_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=1.0892e-03 proj=fisher
    [2/14] model.layers.0.self_attn.k_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=1.4322e-03 proj=fisher
    [3/14] model.layers.0.self_attn.v_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=8.7796e-04 proj=fisher
    [4/14] model.layers.0.self_attn.o_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=2.2966e-03 proj=fisher
    [5/14] model.layers.0.mlp.gate_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.8283e-03 proj=fisher
    [6/14] model.layers.0.mlp.up_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.9144e-03 proj=fisher
    [7/14] model.layers.0.mlp.down_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.6996e-03 proj=fisher
    [8/14] model.layers.1.self_attn.q_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=1.2979e-03 proj=fisher
    [9/14] model.layers.1.self_attn.k_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=1.6656e-03 proj=fisher
    [10/14] model.layers.1.self_attn.v_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=1.3221e-03 proj=fisher
    [11/14] model.layers.1.self_attn.o_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=3.3842e-03 proj=fisher
    [12/14] model.layers.1.mlp.gate_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=2.1634e-03 proj=fisher
    [13/14] model.layers.1.mlp.up_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=2.3270e-03 proj=fisher
    [14/14] model.layers.1.mlp.down_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=1.7352e-03 proj=fisher
  projection done: sparsity=80.00% mask_drift=0.286% elapsed=40s
  saved Adam/Fisher states: m=14 v=14 steps=14
Finished window 1. CUDA: alloc=13.52GB reserved=13.54GB max=30.56GB

----------------------------------------------------------------------------------------------------
WINDOW 2/16 | active layers=14
  active: model.layers.2.self_attn.q_proj
  active: model.layers.2.self_attn.k_proj
  active: model.layers.2.self_attn.v_proj
  active: model.layers.2.self_attn.o_proj
  active: model.layers.2.mlp.gate_proj
  active: model.layers.2.mlp.up_proj
  active: model.layers.2.mlp.down_proj
  active: model.layers.3.self_attn.q_proj
  active: model.layers.3.self_attn.k_proj
  active: model.layers.3.self_attn.v_proj
  active: model.layers.3.self_attn.o_proj
  active: model.layers.3.mlp.gate_proj
  active: model.layers.3.mlp.up_proj
  active: model.layers.3.mlp.down_proj
CUDA before window: alloc=13.52GB reserved=13.54GB max=30.56GB
  restored x states: x=0 z_fallback=14 missing=0
CUDA after optimizer/state load: alloc=20.02GB reserved=20.10GB max=30.56GB
step=000128 pass=1/4 win=2/16 local=1/128 lm=3.23319 ppl~25.36 kd=3.7870 pen=0.00000e+00 lambda=5.000e-05 lr=6.902e-05 gnorm=7.000e-01 admm_rms=0.000e+00 upd_rms=2.491e-01 time=2.56s cuda=[alloc=20.02GB reserved=41.70GB max=30.56GB]
step=000129 pass=1/4 win=2/16 local=2/128 lm=5.05831 ppl~157.32 kd=7.1470 pen=3.22186e-06 lambda=5.000e-05 lr=6.901e-05 gnorm=7.000e-01 admm_rms=1.719e-05 upd_rms=2.402e-01 time=3.61s cuda=[alloc=20.02GB reserved=26.00GB max=30.56GB]
step=000130 pass=1/4 win=2/16 local=3/128 lm=3.92432 ppl~50.62 kd=5.0999 pen=1.07802e-05 lambda=5.000e-05 lr=6.900e-05 gnorm=7.000e-01 admm_rms=3.144e-05 upd_rms=2.306e-01 time=2.59s cuda=[alloc=20.02GB reserved=42.26GB max=30.56GB]
step=000131 pass=1/4 win=2/16 local=4/128 lm=3.67478 ppl~39.44 kd=4.9229 pen=2.09656e-05 lambda=5.000e-05 lr=6.899e-05 gnorm=7.000e-01 admm_rms=4.385e-05 upd_rms=2.226e-01 time=3.61s cuda=[alloc=20.02GB reserved=26.00GB max=30.56GB]
step=000132 pass=1/4 win=2/16 local=5/128 lm=3.84844 ppl~46.92 kd=5.6169 pen=3.27056e-05 lambda=5.000e-05 lr=6.898e-05 gnorm=7.000e-01 admm_rms=5.476e-05 upd_rms=2.157e-01 time=2.62s cuda=[alloc=20.02GB reserved=42.26GB max=30.56GB]
step=000133 pass=1/4 win=2/16 local=6/128 lm=3.47989 ppl~32.46 kd=4.3248 pen=4.65613e-05 lambda=5.000e-05 lr=6.898e-05 gnorm=7.000e-01 admm_rms=6.534e-05 upd_rms=2.101e-01 time=3.61s cuda=[alloc=20.02GB reserved=26.00GB max=30.56GB]
step=000134 pass=1/4 win=2/16 local=7/128 lm=3.56991 ppl~35.51 kd=4.9118 pen=6.18713e-05 lambda=5.000e-05 lr=6.897e-05 gnorm=7.000e-01 admm_rms=7.532e-05 upd_rms=2.061e-01 time=2.66s cuda=[alloc=20.02GB reserved=42.26GB max=30.56GB]
step=000135 pass=1/4 win=2/16 local=8/128 lm=3.19599 ppl~24.43 kd=4.2921 pen=7.86802e-05 lambda=5.000e-05 lr=6.896e-05 gnorm=7.000e-01 admm_rms=8.494e-05 upd_rms=2.031e-01 time=3.64s cuda=[alloc=20.02GB reserved=26.00GB max=30.56GB]
step=000136 pass=1/4 win=2/16 local=9/128 lm=3.44920 ppl~31.48 kd=4.2813 pen=9.57167e-05 lambda=5.000e-05 lr=6.895e-05 gnorm=7.000e-01 admm_rms=9.369e-05 upd_rms=1.990e-01 time=2.66s cuda=[alloc=20.02GB reserved=42.26GB max=30.56GB]
step=000137 pass=1/4 win=2/16 local=10/128 lm=3.45791 ppl~31.75 kd=4.7366 pen=1.13426e-04 lambda=5.000e-05 lr=6.895e-05 gnorm=7.000e-01 admm_rms=1.020e-04 upd_rms=1.956e-01 time=3.65s cuda=[alloc=20.02GB reserved=26.00GB max=30.56GB]
step=000138 pass=1/4 win=2/16 local=11/128 lm=3.43237 ppl~30.95 kd=4.3903 pen=1.31866e-04 lambda=5.000e-05 lr=6.894e-05 gnorm=7.000e-01 admm_rms=1.100e-04 upd_rms=1.931e-01 time=2.65s cuda=[alloc=20.02GB reserved=42.26GB max=30.56GB]
step=000139 pass=1/4 win=2/16 local=12/128 lm=3.49583 ppl~32.98 kd=4.6272 pen=1.50574e-04 lambda=5.000e-05 lr=6.893e-05 gnorm=7.000e-01 admm_rms=1.175e-04 upd_rms=1.938e-01 time=3.66s cuda=[alloc=20.02GB reserved=26.00GB max=30.56GB]
step=000140 pass=1/4 win=2/16 local=13/128 lm=3.39176 ppl~29.72 kd=4.3948 pen=1.68899e-04 lambda=5.000e-05 lr=6.892e-05 gnorm=7.000e-01 admm_rms=1.245e-04 upd_rms=1.896e-01 time=2.65s cuda=[alloc=20.02GB reserved=42.26GB max=30.56GB]
step=000141 pass=1/4 win=2/16 local=14/128 lm=3.03617 ppl~20.83 kd=3.9733 pen=1.88573e-04 lambda=5.000e-05 lr=6.892e-05 gnorm=7.000e-01 admm_rms=1.315e-04 upd_rms=1.882e-01 time=3.70s cuda=[alloc=20.02GB reserved=26.00GB max=30.56GB]
step=000142 pass=1/4 win=2/16 local=15/128 lm=3.42630 ppl~30.76 kd=4.6499 pen=2.08396e-04 lambda=5.000e-05 lr=6.891e-05 gnorm=7.000e-01 admm_rms=1.382e-04 upd_rms=1.842e-01 time=2.70s cuda=[alloc=20.02GB reserved=42.26GB max=30.56GB]
step=000143 pass=1/4 win=2/16 local=16/128 lm=3.05419 ppl~21.20 kd=4.2899 pen=2.29329e-04 lambda=5.000e-05 lr=6.890e-05 gnorm=7.000e-01 admm_rms=1.450e-04 upd_rms=1.817e-01 time=3.68s cuda=[alloc=20.02GB reserved=26.00GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.2.self_attn.q_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=9.2623e-04 proj=magnitude
    [2/14] model.layers.2.self_attn.k_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=2.5397e-03 proj=magnitude
    [3/14] model.layers.2.self_attn.v_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=2.7515e-04 proj=magnitude
    [4/14] model.layers.2.self_attn.o_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=2.7583e-04 proj=magnitude
    [5/14] model.layers.2.mlp.gate_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=9.9527e-04 proj=magnitude
    [6/14] model.layers.2.mlp.up_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=8.9415e-04 proj=magnitude
    [7/14] model.layers.2.mlp.down_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=2.7583e-04 proj=magnitude
    [8/14] model.layers.3.self_attn.q_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=6.3839e-04 proj=magnitude
    [9/14] model.layers.3.self_attn.k_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=2.9481e-03 proj=magnitude
    [10/14] model.layers.3.self_attn.v_proj: kept=838,861/4,194,304 sparsity=80.00% target=80.00% u_absmax=2.7583e-04 proj=magnitude
    [11/14] model.layers.3.self_attn.o_proj: kept=3,355,443/16,777,216 sparsity=80.00% target=80.00% u_absmax=4.1538e-04 proj=magnitude
    [12/14] model.layers.3.mlp.gate_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=7.7061e-04 proj=magnitude
    [13/14] model.layers.3.mlp.up_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=6.4733e-04 proj=magnitude
    [14/14] model.layers.3.mlp.down_proj: kept=11,744,051/58,720,256 sparsity=80.00% target=80.00% u_absmax=2.7583e-04 proj=magnitude
  projection done: sparsity=80.00% elapsed=32s
step=000144 pass=1/4 win=2/16 local=17/128 lm=2.92149 ppl~18.57 kd=3.7533 pen=2.11632e-04 lambda=5.000e-05 lr=6.889e-05 gnorm=7.000e-01 admm_rms=1.393e-04 upd_rms=1.862e-01 time=3.00s cuda=[alloc=20.02GB reserved=46.76GB max=30.56GB]
step=000145 pass=1/4 win=2/16 local=18/128 lm=3.05971 ppl~21.32 kd=3.9331 pen=2.27991e-04 lambda=5.000e-05 lr=6.888e-05 gnorm=7.000e-01 admm_rms=1.446e-04 upd_rms=1.859e-01 time=3.00s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=000146 pass=1/4 win=2/16 local=19/128 lm=3.25917 ppl~26.03 kd=3.8397 pen=2.45116e-04 lambda=5.000e-05 lr=6.888e-05 gnorm=7.000e-01 admm_rms=1.499e-04 upd_rms=1.842e-01 time=3.64s cuda=[alloc=20.02GB reserved=27.38GB max=30.56GB]
step=000147 pass=1/4 win=2/16 local=20/128 lm=3.28489 ppl~26.71 kd=4.1718 pen=2.63494e-04 lambda=5.000e-05 lr=6.887e-05 gnorm=7.000e-01 admm_rms=1.554e-04 upd_rms=1.807e-01 time=3.07s cuda=[alloc=20.02GB reserved=46.83GB max=30.56GB]
step=000148 pass=1/4 win=2/16 local=21/128 lm=3.28737 ppl~26.77 kd=3.8395 pen=2.83476e-04 lambda=5.000e-05 lr=6.886e-05 gnorm=7.000e-01 admm_rms=1.612e-04 upd_rms=1.787e-01 time=3.67s cuda=[alloc=20.02GB reserved=27.38GB max=30.56GB]
step=000149 pass=1/4 win=2/16 local=22/128 lm=3.12643 ppl~22.79 kd=3.7803 pen=3.04378e-04 lambda=5.000e-05 lr=6.885e-05 gnorm=7.000e-01 admm_rms=1.671e-04 upd_rms=1.775e-01 time=3.05s cuda=[alloc=20.02GB reserved=46.83GB max=30.56GB]
